"DDJHBH","GYSBM","YYBM","PSDBM","DDJHMXBH","YPBM","CGSL","CGDJ"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0483","120503","10.000","26.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0484","103491","10.000","39.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0485","136713","9990.000","34.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0486","113819","10.000","30.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0487","130877","10.000","30.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0488","101125","10.000","21.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0489","118485","9990.000","34.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0490","101095","10.000","25.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0491","117423","9990.000","20.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0492","100437","9990.000","22.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0493","118987","10.000","38.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0494","108509","9990.000","25.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0495","101125","9990.000","21.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0496","114755","9990.000","21.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0497","108507","10.000","24.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0498","122823","10.000","28.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0499","130877","9990.000","30.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0500","101225","10.000","33.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0501","128415","9990.000","38.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0502","108531","9990.000","22.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0503","101349","10.000","30.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0504","119651","9990.000","23.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0505","109429","10.000","30.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0506","116341","10.000","37.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0507","128983","10.000","28.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0508","133855","10.000","29.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0509","113241","10.000","24.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0510","116779","9990.000","36.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0511","104121","10.000","30.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0512","127137","9990.000","28.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0513","132595","10.000","27.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0514","121741","10.000","20.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0515","132595","9990.000","27.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0516","117251","10.000","33.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0517","119281","9990.000","35.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0518","113187","9990.000","28.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0519","101101","10.000","24.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0520","105007","9990.000","39.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0521","113815","10.000","28.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0522","117739","10.000","39.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0523","105013","9990.000","39.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0524","103431","9990.000","33.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0525","133131","10.000","22.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0526","133139","9990.000","23.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0527","127639","9990.000","24.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0528","102613","9990.000","30.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0529","115379","9990.000","27.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0530","104549","9990.000","26.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0531","118105","10.000","35.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0532","105373","10.000","38.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0533","102595","9990.000","36.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0534","130083","9990.000","29.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0535","133025","10.000","37.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0536","113219","9990.000","27.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0537","130885","10.000","38.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0538","130085","9990.000","31.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0539","117425","9990.000","30.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0540","119853","9990.000","33.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0541","136773","9990.000","20.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0542","113167","9990.000","25.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0543","107289","9990.000","36.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0544","126707","9990.000","34.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0545","132817","10.000","35.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0546","119271","10.000","34.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0547","130901","10.000","29.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0548","131709","10.000","36.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0549","128983","9990.000","28.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0550","134259","9990.000","29.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0551","108139","10.000","22.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0552","134243","9990.000","32.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0553","107235","9990.000","38.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0554","100008","9990.000","34.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0555","101639","8990.000","21.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0556","136783","9990.000","39.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0557","134265","9990.000","39.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0558","100971","9990.000","24.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0559","104527","9990.000","39.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0560","128197","9990.000","35.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0561","134223","9990.000","36.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0562","106249","9990.000","28.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0563","111095","10.000","34.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0564","114335","9990.000","31.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0565","114573","10.000","29.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0566","133013","9990.000","33.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0567","131209","10.000","34.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0568","131217","9990.000","25.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0569","109921","9990.000","36.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0570","129399","10.000","27.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0571","118219","10.000","20.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0572","134639","9990.000","34.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0573","106193","9990.000","28.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0574","104539","9990.000","25.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0575","133021","9990.000","34.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0576","119011","10.000","21.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0577","134263","9990.000","33.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0578","129633","9990.000","25.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0579","108117","10.000","24.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0580","118627","10.000","37.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0581","109513","10.000","34.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0582","104161","9990.000","28.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0583","107231","9990.000","20.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0584","114363","10.000","32.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0585","133881","9990.000","30.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0586","116779","10.000","36.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0587","104509","10.000","34.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0588","111733","10.000","27.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0589","109473","9990.000","23.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0590","119785","9990.000","37.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0591","136707","9990.000","34.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0592","120065","10.000","23.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0593","101625","2310.000","23.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0594","112967","10.000","31.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0595","136707","10.000","34.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0596","134259","10.000","29.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0597","134243","10.000","32.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0598","114573","9990.000","29.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0599","104971","10.000","36.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0600","112959","10.000","22.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0601","129017","9990.000","30.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0602","129431","10.000","27.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0603","105013","10.000","39.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0604","110381","9990.000","36.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0605","115377","9990.000","24.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0606","128423","10.000","37.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0607","114961","10.000","20.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0608","114757","10.000","22.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0609","114367","10.000","34.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0610","102551","210.000","31.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0611","127169","10.000","36.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0612","119649","9990.000","22.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0613","123147","9990.000","33.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0614","123137","10.000","24.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0615","109455","10.000","27.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0616","132785","10.000","29.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0617","134659","9990.000","35.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0618","118985","10.000","29.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0619","112957","10.000","21.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0620","127603","10.000","21.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0621","108547","9990.000","23.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0622","131707","9990.000","35.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0623","128389","10.000","36.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0624","134375","9990.000","20.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0625","127687","9990.000","21.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0626","114134","9990.000","22.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0627","119937","9990.000","29.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0628","100975","10.000","26.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0629","100967","9990.000","37.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0630","129025","10.000","33.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0631","119867","9990.000","37.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0632","123367","10.000","22.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0633","134215","10.000","25.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0634","117449","10.000","23.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0635","109463","10.000","27.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0636","131697","10.000","21.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0637","102583","10.000","39.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0638","119243","10.000","26.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0639","134227","9990.000","37.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0640","123259","9990.000","32.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0641","113799","10.000","28.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0642","101091","10.000","23.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0643","128417","10.000","31.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0644","117445","10.000","21.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0645","121515","10.000","30.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0646","127159","10.000","34.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0647","114197","10.000","31.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0648","101449","9990.000","26.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0649","128191","9990.000","30.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0650","101225","9990.000","33.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0651","101209","9990.000","32.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0652","129019","10.000","31.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0653","108255","10.000","31.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0654","126727","10.000","22.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0655","127625","10.000","29.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0656","100953","10.000","37.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0657","133843","10.000","28.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0658","115357","10.000","31.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0659","116309","10.000","21.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0660","120069","9990.000","28.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0661","101351","9990.000","31.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0662","119011","9990.000","21.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0663","103251","10.000","20.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0664","111049","9990.000","31.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0665","123141","9990.000","26.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0666","118759","10.000","26.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0667","128183","9990.000","24.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0668","134213","9990.000","31.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0669","119273","10.000","35.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0670","108503","9990.000","27.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0671","127555","9990.000","29.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0672","118759","9990.000","26.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0673","106203","10.000","36.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0674","132795","10.000","39.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0675","104219","9990.000","25.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0676","115357","9990.000","31.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0677","119041","9990.000","25.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0678","113005","9990.000","38.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0679","114179","9990.000","26.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0680","134343","9990.000","22.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0681","130491","10.000","32.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0682","111143","10.000","39.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0683","101454","10.000","40.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0684","127177","10.000","34.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0685","109473","10.000","23.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0686","101454","9990.000","40.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0687","129617","9990.000","27.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0688","126959","10.000","33.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0689","120053","10.000","37.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0690","119259","9990.000","23.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0691","108487","9990.000","27.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0692","104175","10.000","31.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0693","132813","10.000","36.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0694","109559","10.000","33.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0695","131213","9990.000","24.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0696","127631","10.000","20.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0697","120065","9990.000","23.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0698","129455","10.000","23.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0699","117417","10.000","37.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0700","127627","9990.000","39.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0701","116369","10.000","39.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0702","108229","10.000","27.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0703","115381","9990.000","28.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0704","117443","9990.000","20.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0705","111051","10.000","35.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0706","132799","9990.000","20.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0707","127169","9990.000","36.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0708","113809","9990.000","23.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0709","115333","10.000","29.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0710","106211","10.000","35.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0711","134269","9990.000","21.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0712","109389","9990.000","22.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0713","109447","9990.000","29.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0714","131705","9990.000","27.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0715","128989","9990.000","34.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0716","128425","10.000","23.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0717","129025","9990.000","33.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0718","108515","9990.000","20.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0719","130073","10.000","22.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0720","129017","10.000","30.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0721","112961","9990.000","23.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0722","108177","9990.000","37.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0723","102553","7990.000","38.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0724","112971","10.000","33.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0725","128963","9990.000","28.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0726","127683","10.000","29.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0727","113801","9990.000","32.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0728","132799","10.000","20.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0729","100955","9990.000","36.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0730","120069","10.000","28.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0731","103901","9990.000","24.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0732","126237","9990.000","29.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0733","135271","10.000","26.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0734","108185","10.000","32.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0735","119867","10.000","37.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0736","111535","10.000","38.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0737","114337","9990.000","32.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0738","100001","10000.000","19.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0739","119871","9990.000","35.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0740","119833","10.000","23.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0741","134641","10.000","33.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0742","108521","9990.000","39.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0743","101325","9990.000","36.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0744","124987","10.000","31.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0745","109379","9990.000","26.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0746","130081","9990.000","28.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0747","114369","9990.000","36.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0748","132273","10.000","22.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0749","130051","9990.000","26.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0750","132903","9990.000","24.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0751","123113","10.000","35.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0752","130517","10.000","37.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0753","113813","10.000","27.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0754","114067","9990.000","38.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0755","124031","10.000","38.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0756","123151","10.000","33.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0757","128201","10.000","37.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0758","119255","10.000","33.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0759","134219","9990.000","30.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0760","118969","9990.000","28.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0761","104185","10.000","37.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0762","100435","9990.000","21.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0763","114359","9990.000","31.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0764","128187","9990.000","23.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0765","124975","9990.000","33.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0766","104965","10.000","37.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0767","126707","10.000","34.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0768","101245","9990.000","30.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0769","105371","10.000","22.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0770","124705","10.000","28.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0771","119861","10.000","39.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0772","134229","9990.000","33.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0773","131715","10.000","37.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0774","104483","9990.000","33.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0775","127553","10.000","35.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0776","120475","10.000","39.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0777","113175","10.000","29.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0778","114151","10.000","30.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0779","127689","9990.000","22.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0780","114185","9990.000","33.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0781","119585","9990.000","27.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0782","119787","9990.000","36.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0783","134213","10.000","31.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0784","105335","10.000","24.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0785","110375","9990.000","38.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0786","127635","10.000","30.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0787","109433","9990.000","32.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0788","102603","9990.000","20.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0789","112969","9990.000","32.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0790","111483","9990.000","39.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0791","109575","10.000","27.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0792","106079","9990.000","28.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0793","101093","10.000","26.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0794","129001","9990.000","27.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0795","108527","9990.000","30.00"
